Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,132261,133947
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female,260845,260845
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,67681,71031
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,103531,104797
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,73251,81420
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,161661,161661
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female,363704,363704
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,81101,82236
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,112626,112626
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,84713,95494
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,169647,169647
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,82764,87906
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,138472,138472
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,170124,173875
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,241588,241588
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,43448,43448
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female,79557,79557
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,136594,136594
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,146717,146717
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,153055,240429
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,54830,60080
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Female,90324,90324
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,68836,76226
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female,132029,132029
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,62390,63603
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Female,120768,120768
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,148440,150902
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,245957,245957
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,185687,223483
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female,233110,269053
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,47043,48938
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,63269,63269
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,58814,60418
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female,88201,88201
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,53636,53636
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,230287,230287
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,242412,252324
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female,367739,367739
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,70786,76113
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,118106,118106
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,80734,85213
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female,149879,149879
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,83449,85340
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,139309,139309
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,162817,162817
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female,244046,244046
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,254662,254662
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,46670,47197
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,72610,72610
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,54853,55016
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,77574,77574
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,51039,51261
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,83773,88489
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Female,31799,32267
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female,46978,46978
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,27175,27422
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,15957,15957
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,24823,24989
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,21212,22052
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",GEN,Male,24136,25093
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",GEN,Female,48721,48721
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",EWS,Male,27304,27304
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OBC,Male,28517,32741
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OBC,Female,51646,51646
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,33568,33843
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,53001,53278
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,38372,38372
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,40309,45651
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,50632,52952
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Female,69621,69621
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,55101,57051
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female,107656,107656
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Male,64567,67989
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Female,98835,104307
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Male,144559,144559
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female,274134,274134
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",GEN,Male,47354,47706
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",EWS,Male,50298,50298
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",EWS,Female,67903,67903
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)",OBC,Female,82393,82393
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,62069,72388
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,45697,48894
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,55251,59582
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,79334,79334
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,52475,57824
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,80113,84813
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,119542,119542
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,146669,146669
