Type,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
Mains,"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,7696,8432
Mains,"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,586,1576
Mains,"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",ST,Female,2277,2277
Mains,"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,4976,10898
Mains,"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Female,13029,15217
Mains,"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,1477,1538
Mains,"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female,2211,2254
Mains,"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,2666,3408
Mains,"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Female,5743,6556
Mains,"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,974,1598
Mains,"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female,1632,1876
Mains,"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,215,318
Mains,"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female,1138,1138
Mains,"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,18715,26952
Mains,"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Female,31412,39179
Mains,"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,3872,4276
Mains,"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female,5812,5812
Mains,"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,6955,8662
Mains,"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Female,11575,12592
Mains,"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,2802,3973
Mains,"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female,5522,5596
Mains,"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,970,1415
Mains,"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female,2605,2605
Mains,"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,14604,17923
Mains,"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,17586,24172
Mains,"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,2520,2596
Mains,"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female,3869,3928
Mains,"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,4334,5161
Mains,"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,8001,10265
Mains,"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,1990,2676
Mains,"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female,3118,4755
Mains,"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,608,835
Mains,"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",GEN,Male,18429,23094
Mains,"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",GEN,Female,27878,30898
Mains,"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",EWS,Male,3296,3400
Mains,"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",EWS,Female,5504,5504
Mains,"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OBC,Male,5914,7889
Mains,"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",OBC,Female,12825,13077
Mains,"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",SC,Male,3088,3751
Mains,"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",SC,Female,4787,4787
Mains,"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",ST,Male,1454,1519
Mains,"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",ST,Female,2976,2976
Mains,"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,25687,34989
Mains,"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,33549,45036
Mains,"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,5073,5732
Mains,"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female,7483,7483
Mains,"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,9771,11450
Mains,"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,15270,17393
Mains,"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,4313,5545
Mains,"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female,9126,9210
Mains,"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,1475,1957
Mains,"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female,3515,3589
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,79725,88945
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Female,106382,129211
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,56295,82460
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,222137,248634
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Male,18158,33648
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Male,6849,7632
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female,5204,5204
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,366321,366321
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,48785,56532
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Female,51546,59665
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,8370,8552
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female,9902,9902
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,15944,16468
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Female,22035,23369
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Male,6255,8285
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female,10082,10575
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Male,2709,3003
Mains,"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female,4190,4190
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,31789,74142
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,36447,85882
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,13005,31006
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,59010,324323
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,51159,224735
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,12022,21207
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,15497,20875
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,2855,4816
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",ST,Female,2181,2181
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,260492,260492
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,287490,287490
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,45365,56294
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,60153,67801
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,8266,8621
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,9953,9975
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,15972,16753
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,23017,24159
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,6932,7826
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,9657,10585
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,1663,2698
Mains,"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology)",ST,Female,3454,3454
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,11507,28058
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Female,23131,39816
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,5387,11426
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female,34462,34462
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,9441,33621
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Female,29610,54486
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,3420,5781
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female,11232,11232
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,1186,1702
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female,2765,2765
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,106399,106399
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,17026,22282
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Female,27892,30960
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,3257,3366
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female,4924,4924
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,5832,6861
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Female,10704,10790
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,2210,2663
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female,1244,5199
Mains,"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,966,974
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,48369,67795
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Female,91679,112740
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,32944,34317
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,70896,70896
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,4035,19455
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female,28684,34088
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,4998,6044
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female,15022,15022
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,238277,238277
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Female,276845,276845
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,35206,42188
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Female,47062,51536
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,6186,6492
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female,8553,8553
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,11677,13448
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Female,17526,20520
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,5200,6710
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female,8921,9115
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,1874,2016
Mains,"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female,3657,3657
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,40631,46867
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,70376,86281
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,21744,25389
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,67422,180945
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,8710,11911
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female,12567,20928
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,3933,4455
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,218257,218257
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,191279,191279
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,27783,34383
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,38913,42286
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,5038,5403
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female,6460,6460
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,9106,10274
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,13161,14698
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,3115,4877
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female,6206,7586
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,1717,1851
Mains,"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female,3047,3047
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",GEN,Male,29971,40415
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",GEN,Female,55810,68687
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",EWS,Male,11940,14809
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OBC,Male,35121,75750
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OBC,Female,65973,113720
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",SC,Male,6386,7729
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",SC,Female,18019,18019
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",ST,Male,3279,3672
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",ST,Female,7429,7429
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",GEN,Male,144195,144195
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",GEN,Male,22773,27989
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",GEN,Female,29884,36330
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",EWS,Male,4202,4399
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",EWS,Female,5802,5802
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OBC,Male,7171,8420
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",OBC,Female,12177,13359
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",SC,Male,3092,3468
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",SC,Female,4915,5660
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",ST,Male,1039,1198
Mains,"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology)",ST,Female,3304,3304
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,42750,79171
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,86895,124348
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,27781,50611
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,39894,218961
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,14647,21199
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female,41327,41327
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,5063,5777
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female,11576,11576
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,200706,200706
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,364676,364676
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,37532,48387
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,60275,63701
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,7146,7644
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female,9325,9325
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,13615,15187
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,21119,23466
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,5542,7024
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female,10115,10856
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,2716,2726
Mains,"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female,4045,4045
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,80121,94263
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Female,130921,150411
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Male,23728,39093
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Male,7718,9432
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female,19820,19820
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,302098,302098
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Male,51333,58636
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",GEN,Female,58833,68612
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Male,8700,8828
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female,10045,10045
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Male,16534,17354
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OBC,Female,23436,24409
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Male,7360,8474
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",SC,Female,10907,11441
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Male,2864,3128
Mains,"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",ST,Female,4262,4262
Mains,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",GEN,Male,162,248
Mains,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",GEN,Female,110,110
Mains,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",EWS,Male,48,129
Mains,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OBC,Male,124,234
Mains,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OBC,Female,170,170
Mains,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",SC,Male,32,72
Mains,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",SC,Female,19,19
Mains,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",ST,Male,14,14
Mains,"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",ST,Female,32,32
Mains,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,8691,15269
Mains,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Female,19200,22433
Mains,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,2112,2314
Mains,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female,3326,3326
Mains,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,3750,5733
Mains,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Female,6189,6189
Mains,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Male,1856,2808
Mains,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female,3110,3110
Mains,"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",ST,Male,477,511
Mains,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,2826,19611
Mains,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,25550,29693
Mains,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,2779,3281
Mains,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,5379,5379
Mains,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,5424,6843
Mains,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,10544,11428
Mains,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,1682,2559
Mains,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,2832,3011
Mains,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,192,399
Mains,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",ST,Female,1394,1394
Mains,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,241,996
Mains,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Female,738,1852
Mains,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,128,176
