Type,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank
Mains,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OBC,Male,442,616
Mains,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",OBC,Female,582,582
Mains,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",SC,Male,303,336
Mains,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",SC,Female,278,278
Mains,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,42414,47354
Mains,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,47460,58792
Mains,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,7054,7308
Mains,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,8892,8892
Mains,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,13403,14723
Mains,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,19787,20766
Mains,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,5594,6359
Mains,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,9357,9548
Mains,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,1747,1936
Mains,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female,3021,3021
Mains,National Institute of Technology Patna,"Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Male,44700,46656
Mains,National Institute of Technology Patna,"Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Female,59787,59787
Mains,National Institute of Technology Patna,"Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Male,14140,14140
Mains,National Institute of Technology Patna,"Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Male,6829,6829
Mains,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,11521,13876
Mains,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Female,15194,20286
Mains,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,1890,2062
Mains,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female,3094,3170
Mains,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,3173,3918
Mains,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Female,6735,7796
Mains,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,1528,1937
Mains,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female,1787,2708
Mains,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,432,703
Mains,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female,1542,1837
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Male,4278,16890
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Female,26028,26028
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Male,2478,2478
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Male,4426,4785
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Female,9757,9757
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Male,2376,2376
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Male,871,871
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Male,12697,16322
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Female,25030,25030
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Male,2313,2313
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Male,3984,4727
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Female,10528,10528
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Male,2511,2511
Mains,National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Male,1258,1258
Mains,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,14632,29831
Mains,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Female,32411,37390
Mains,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,4397,4532
Mains,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female,5697,5697
Mains,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,7806,9296
Mains,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Female,12792,13992
Mains,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,3898,4235
Mains,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female,7051,7083
Mains,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,1624,1779
Mains,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female,2659,2659
Mains,National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Male,25763,28590
Mains,National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Female,40876,40876
Mains,National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Male,4491,4491
Mains,National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Male,10082,10523
Mains,National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Female,16923,16923
Mains,National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Male,4480,4713
Mains,National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Male,2424,2424
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,16840,20111
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,21277,26337
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,2832,3096
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female,4198,4336
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,5803,6642
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,9492,10585
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,2622,3351
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female,4830,5788
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,915,1109
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Female,1776,1776
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Male,19392,23334
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Female,34460,34460
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Male,3305,3621
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Male,7158,7158
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Female,13969,13969
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Male,3869,3869
Mains,National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Male,1365,1365
Mains,National Institute of Technology Patna,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Male,47468,47468
Mains,National Institute of Technology Patna,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Female,59718,59718
Mains,National Institute of Technology Patna,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Male,7231,7231
Mains,National Institute of Technology Patna,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Male,15526,15694
Mains,National Institute of Technology Patna,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Male,15006,15006
Mains,National Institute of Technology Patna,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Female,32646,32646
Mains,National Institute of Technology Patna,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Male,6847,6852
Mains,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,27444,38480
Mains,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,46187,48214
Mains,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,5714,5896
Mains,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female,7396,7396
Mains,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,10903,12524
Mains,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,18023,18570
Mains,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,4826,5679
Mains,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female,8846,9084
Mains,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,1893,2058
Mains,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female,2952,2952
Mains,National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Male,39743,41906
Mains,National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",GEN,Female,44095,44095
Mains,National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Male,6233,6233
Mains,National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Male,13181,13290
Mains,National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC,Female,18666,18666
Mains,National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Male,7234,7234
Mains,National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Male,2332,2332
Mains,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,47561,48027
Mains,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,49877,51485
Mains,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,7608,7643
Mains,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,15024,15215
Mains,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,20129,20129
Mains,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,4558,6111
Mains,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,4979,4979
Mains,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,1537,1537
Mains,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,12089,16549
Mains,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Female,18990,19950
Mains,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,2390,2699
Mains,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female,3811,3811
Mains,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,4645,5582
Mains,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Female,5881,5881
Mains,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,1049,1661
Mains,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female,743,743
Mains,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,375,654
Mains,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Male,27885,35794
Mains,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",GEN,Female,35765,37638
Mains,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",EWS,Female,6088,6088
Mains,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Male,9822,11219
Mains,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OBC,Female,12393,12393
Mains,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Male,3806,5422
Mains,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",SC,Female,5903,5903
Mains,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Male,1231,1231
Mains,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",ST,Female,2658,2658
Mains,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,19766,25219
Mains,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,26404,28271
Mains,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,4183,4225
Mains,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female,4858,4858
Mains,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,6645,7493
Mains,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,9881,9991
Mains,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,2662,3359
Mains,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female,3788,3788
Mains,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,746,945
Mains,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,38087,40903
Mains,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,44585,47158
Mains,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,6041,6296
Mains,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Male,12890,13852
Mains,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC,Female,15896,19257
Mains,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Male,5462,6054
Mains,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Male,1970,1970
Mains,National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female,3109,3109
Mains,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",GEN,Male,983,1046
Mains,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",GEN,Female,950,955
Mains,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",EWS,Male,278,319
Mains,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",OBC,Male,469,562
Mains,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",OBC,Female,483,483
Mains,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",SC,Male,213,298
Mains,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",SC,Female,214,214
Mains,National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture)",ST,Male,129,129
Mains,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",GEN,Male,44190,55403
Mains,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",GEN,Female,60251,60304
Mains,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",EWS,Male,8197,8346
Mains,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",EWS,Female,9476,9476
Mains,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OBC,Male,15802,16415
Mains,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",OBC,Female,20565,21620
Mains,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",SC,Male,7348,8166
Mains,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",SC,Female,7850,10117
Mains,National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology)",ST,Male,2644,2945
Mains,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",GEN,Male,45122,53377
Mains,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",GEN,Female,57203,58857
Mains,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",EWS,Male,7827,7995
Mains,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",OBC,Male,15294,15849
Mains,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",OBC,Female,20787,21339
Mains,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",SC,Male,7449,7817
Mains,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",SC,Female,9668,9668
Mains,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",ST,Male,3024,3124
Mains,National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology)",ST,Female,2941,2941
Mains,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Male,29421,41794
Mains,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",GEN,Female,43299,46728
Mains,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Male,6204,6371
Mains,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female,7429,7429
Mains,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Male,12032,13090
Mains,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC,Female,14642,17459
Mains,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Male,5055,6657
Mains,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female,9159,9159
Mains,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Male,2409,2556
Mains,National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female,3218,3218
Mains,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Male,42139,46257
Mains,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",GEN,Female,46484,57996
Mains,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Male,6861,7010
Mains,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female,8655,8655
Mains,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Male,12752,14273
Mains,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",OBC,Female,17198,19119
Mains,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Male,5934,6307
Mains,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female,8488,8622
Mains,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Male,1597,1697
Mains,National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female,2428,2428
Mains,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Male,8850,10919
Mains,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",GEN,Female,12453,15153
Mains,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Male,1512,1593
Mains,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female,2226,2226
Mains,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Male,2586,3223
Mains,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC,Female,5255,5997
Mains,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Male,1106,1601
Mains,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female,684,684
Mains,National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Male,449,499
Mains,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Male,18893,28263
Mains,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",GEN,Female,32358,36151
Mains,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Male,4065,4203
Mains,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female,5455,5543
Mains,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Male,7279,8189
Mains,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC,Female,10499,13528
Mains,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Male,3744,4073
Mains,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female,6036,6045
Mains,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Male,1208,1271
Mains,National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female,1887,1887
Mains,National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Male,14585,17787
Mains,National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GEN,Female,23391,24879
Mains,National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Male,2483,2629
Mains,National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",EWS,Female,3624,3624
Mains,National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Male,4351,5712
Mains,National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OBC,Female,8524,9084
Mains,National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Male,2378,2780
Mains,National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",SC,Female,4227,4277
Mains,National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ST,Male,848,952
Mains,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",GEN,Male,11127,13561
Mains,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",GEN,Female,15218,19573
Mains,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",EWS,Male,1873,1957
Mains,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",EWS,Female,3134,3134
Mains,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OBC,Male,3339,4075
Mains,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",OBC,Female,6227,7485
Mains,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",SC,Male,1641,2089
Mains,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",SC,Female,3121,3196
Mains,National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology)",ST,Male,712,740
Mains,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Male,27902,36992
Mains,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",GEN,Female,39405,48000
Mains,National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Male,5597,5662
